ORF	hom | growth (culture turbidity) | Freeze-Thaw (-25° C [5 days]) | Ando A~Shima J, 2007
YOL141W	-0.005
YOL143C	NaN
YOL147C	-0.004
YOL148C	-1.861
YOL150C	0.006
YOL151W	0.000
YOL152W	-0.015
YOL153C	0.002
YOL155C	-0.040
YOL158C	-0.006
YOL159C	-0.003
YOL160W	-0.009
YOL162W	-0.004
YOL163W	0.003
YOR001W	-0.169
YOR002W	-0.017
YOR003W	-0.021
YOR005C	-0.016
YOR006C	-0.003
YOR007C	-0.023
YOR008C	-0.152
YOR008C-A	-0.003
YOR009W	-0.024
YOR010C	-0.014
YOR011W	0.007
YOR012W	-0.030
YOR013W	-0.021
YOR014W	-0.076
YOR015W	-0.008
YOR016C	-0.019
YOR017W	-0.025
YOR018W	-0.026
YOR019W	-0.029
YOR021C	-0.020
YOR022C	-0.013
YOR023C	-0.002
YOR024W	-0.002
YOR025W	-0.003
YOR026W	-0.059
YOR027W	-0.028
YOR028C	-0.017
YOR029W	-0.002
YOR030W	-0.010
YOR031W	-0.022
YOR032C	-0.000
YOR033C	-0.017
YOR034C	-0.011
YOR035C	-0.149
YOR036W	-0.536
YOR037W	-0.011
YOR038C	0.002
YOR039W	-0.877
YOR040W	-0.003
YOR041C	0.007
YOR042W	0.017
YOR043W	-0.283
YOR044W	-0.004
YOR045W	-0.005
YOR047C	0.016
YOR049C	-0.003
YOR050C	-0.009
YOR051C	0.010
YOR052C	-0.017
YOR053W	0.005
YOR054C	0.006
YOR055W	-0.017
YOR058C	-0.001
YOR059C	0.031
YOR061W	-0.032
YOR062C	-0.010
YOR064C	-0.018
YOR065W	NaN
YOR066W	0.008
YOR067C	0.019
YOR068C	-0.018
YOR069W	-0.021
YOR070C	-0.059
YOR071C	0.002
YOR072W	0.001
YOR073W	-0.174
YOR076C	0.008
YOR078W	-0.529
YOR079C	0.003
YOR080W	-1.993
YOR081C	-0.009
YOR082C	-0.002
YOR083W	0.011
YOR084W	-0.005
YOR085W	-0.098
YOR086C	-0.010
YOR087W	-0.017
YOR088W	-0.014
YOR089C	0.092
YOR090C	0.011
YOR091W	-0.035
YOR092W	0.006
YOR093C	-0.015
YOR094W	-0.009
YOR096W	-0.552
YOR097C	-0.001
YOR099W	0.005
YOR100C	0.009
YOR101W	0.004
YOR104W	0.027
YOR105W	0.018
YOR106W	0.230
YOR107W	0.003
YOR108W	0.007
YOR109W	0.007
YOR111W	0.008
YOR112W	0.010
YOR113W	0.021
YOR114W	-0.000
YOR115C	0.019
YOR118W	0.010
YOR120W	0.002
YOR121C	-0.003
YOR123C	0.028
YOR124C	0.006
YOR125C	NaN
YOR126C	0.007
YOR127W	0.057
YOR129C	0.005
YOR130C	0.011
YOR131C	0.004
YOR132W	0.006
YOR133W	0.005
YOR134W	0.001
YOR135C	0.025
YOR136W	0.015
YOR137C	0.005
YOR138C	-0.004
YOR139C	0.531
YOR140W	0.698
YOR141C	0.151
YOR142W	0.005
YOR144C	-0.005
YOR147W	-0.011
YOR150W	NaN
YOR152C	0.034
YOR153W	0.022
YOR154W	0.021
YOR155C	0.010
YOR156C	0.009
YOR158W	-0.201
YOR161C	0.012
YOR162C	0.008
YOR163W	0.009
YOR164C	0.011
YOR165W	0.023
YOR166C	0.031
YOR167C	0.045
YOR170W	0.001
YOR171C	0.005
YOR172W	0.007
YOR173W	0.009
YOR175C	0.010
YOR177C	0.004
YOR178C	0.024
YOR179C	-0.015
YOR180C	0.025
YOR182C	-0.140
YOR183W	-0.317
YOR184W	0.003
YOR185C	0.020
YOR186W	-0.002
YOR187W	0.002
YOR188W	0.020
YOR189W	0.019
YOR190W	0.008
YOR191W	0.021
YOR192C	0.013
YOR193W	0.006
YOR195W	0.008
YOR196C	0.001
YOR197W	0.011
YOR198C	0.077
YOR199W	0.163
YOR200W	NaN
YOR201C	NaN
YOR202W	0.014
YOR205C	-0.168
YOR208W	0.032
YOR209C	0.400
YOR211C	0.014
YOR213C	0.020
YOR214C	0.010
YOR215C	0.011
YOR216C	0.019
YOR219C	0.013
YOR220W	0.012
YOR221C	-0.004
YOR222W	0.008
YOR223W	0.019
YOR225W	0.009
YOR226C	0.021
YOR227W	0.021
YOR228C	0.011
YOR229W	0.004
YOR230W	0.004
YOR231W	0.018
YOR233W	0.016
YOR234C	0.025
YOR235W	-0.006
YOR237W	0.031
YOR238W	0.011
YOR239W	0.011
YOR240W	0.006
YOR241W	NaN
YOR242C	0.010
YOR243C	0.021
YOR245C	0.023
YOR246C	0.008
YOR247W	0.015
YOR248W	0.015
YOR251C	0.115
YOR252W	0.007
YOR253W	0.002
YOR255W	0.027
YOR258W	0.031
YOR263C	0.024
YOR264W	0.029
YOR265W	0.013
YOR266W	-0.003
YOR267C	0.001
YOR268C	0.002
YOR269W	0.007
YOR270C	-1.230
YOR271C	0.024
YOR273C	0.007
YOR274W	0.016
YOR275C	NaN
YOR276W	-0.059
YOR277C	0.054
YOR279C	0.015
YOR280C	0.028
YOR283W	0.008
YOR284W	0.015
YOR285W	0.003
YOR286W	0.002
YOR288C	0.018
YOR289W	-0.009
YOR290C	0.065
YOR291W	0.002
YOR292C	-0.013
YOR293W	0.116
YOR295W	0.078
YOR296W	0.001
YOR297C	0.001
YOR298C-A	0.005
YOR298W	-0.001
YOR299W	-0.013
YOR300W	-0.027
YOR301W	0.001
YOR302W	0.018
YOR303W	0.010
YOR304C-A	0.002
YOR304W	0.003
YOR305W	-0.015
YOR306C	0.006
YOR307C	0.002
YOR308C	-0.000
YOR309C	0.028
YOR311C	-0.005
YOR312C	0.081
YOR313C	-0.005
YOR314W	-0.002
YOR315W	0.003
YOR316C	-0.006
YOR317W	0.004
YOR318C	0.011
YOR320C	0.004
YOR321W	-0.004
YOR322C	0.001
YOR323C	-0.009
YOR324C	0.006
YOR325W	0.010
YOR327C	-0.009
YOR328W	-0.013
YOR330C	NaN
YOR331C	-2.140
YOR332W	-2.732
YOR333C	0.022
YOR334W	-0.001
YOR337W	0.002
YOR338W	0.004
YOR339C	-0.007
YOR342C	0.006
YOR343C	0.011
YOR344C	0.017
YOR345C	0.018
YOR346W	-0.009
YOR347C	0.010
YOR348C	0.000
YOR349W	-0.018
YOR350C	-0.010
YOR351C	-0.002
YOR352W	-0.002
YOR354C	0.002
YOR355W	0.046
YOR356W	0.013
YOR357C	0.011
YOR358W	-0.005
YOR359W	-0.003
YOR360C	-0.109
YOR363C	-0.003
YOR364W	-0.006
YOR365C	-0.022
YOR366W	0.009
YOR367W	0.007
YOR368W	0.015
YOR369C	0.019
YOR371C	-0.012
YOR374W	0.003
YOR375C	0.003
YOR376W	-0.007
YOR377W	-0.003
YOR378W	-0.005
YOR379C	0.003
YOR380W	0.008
YOR381W	-0.000
YOR382W	-0.003
YOR383C	-0.024
YOR384W	0.011
YOR385W	0.020
YOR386W	0.029
YPL001W	0.019
YPL002C	0.059
YPL003W	0.017
YPL004C	0.005
YPL005W	-0.003
YPL006W	-0.000
YPL008W	0.013
YPL009C	0.001
YPL013C	0.020
YPL014W	0.001
YPL015C	0.011
YPL017C	0.062
YPL018W	0.027
YPL019C	-0.017
YPL021W	0.013
YPL022W	0.028
YPL023C	0.027
YPL024W	-0.193
YPL025C	0.019
YPL026C	0.014
YPL027W	0.008
YPL029W	-0.336
YPL030W	0.006
YPL031C	0.218
YPL032C	0.024
YPL033C	0.010
YPL034W	0.016
YPL035C	0.028
YPL036W	0.009
YPL037C	0.024
YPL038W	0.002
YPL039W	0.014
YPL040C	0.035
YPL041C	0.013
YPL042C	-0.451
YPL045W	NaN
YPL046C	0.011
YPL047W	0.007
YPL048W	0.017
YPL049C	0.002
YPL050C	NaN
YPL051W	-0.012
YPL052W	0.002
YPL053C	0.007
YPL054W	-0.005
YPL055C	-0.003
YPL056C	-0.002
YPL057C	-0.001
YPL058C	0.019
YPL059W	0.024
YPL060W	0.031
YPL061W	-0.044
YPL062W	-0.048
YPL064C	0.006
YPL065W	-0.017
YPL066W	0.028
YPL067C	-0.010
YPL068C	0.004
YPL069C	-0.249
YPL070W	0.028
YPL071C	0.022
YPL072W	0.015
YPL073C	0.019
YPL074W	0.021
YPL077C	-0.012
YPL078C	NaN
YPL079W	0.015
YPL080C	0.035
YPL081W	0.007
YPL084W	NaN
YPL086C	0.031
YPL087W	0.010
YPL088W	0.002
YPL089C	0.009
YPL090C	0.033
YPL091W	0.005
YPL092W	0.018
YPL095C	0.025
YPL096W	0.016
YPL097W	NaN
YPL098C	0.033
YPL099C	0.011
YPL100W	0.024
YPL101W	0.043
YPL102C	0.032
YPL103C	0.004
YPL104W	0.027
YPL105C	0.023
YPL106C	-1.088
YPL107W	0.043
YPL108W	0.034
YPL109C	0.020
YPL110C	0.010
YPL111W	0.016
YPL112C	0.017
YPL113C	0.012
YPL114W	0.010
YPL115C	0.000
YPL116W	0.007
YPL118W	NaN
YPL119C	0.012
YPL120W	0.014
YPL121C	0.011
YPL123C	0.003
YPL125W	-0.268
YPL127C	0.001
YPL129W	NaN
YPL130W	0.023
YPL132W	NaN
YPL133C	0.021
YPL134C	0.001
YPL135W	0.003
YPL136W	0.002
YPL137C	NaN
YPL138C	-0.015
YPL139C	-0.049
YPL140C	-0.007
YPL141C	0.013
YPL144W	0.030
YPL145C	0.019
YPL147W	0.014
YPL148C	0.007
YPL149W	0.019
YPL150W	0.002
YPL152W	-0.010
YPL154C	0.013
YPL155C	0.015
YPL156C	0.001
YPL157W	-0.057
YPL158C	-0.009
YPL159C	0.026
YPL161C	-0.276
YPL162C	0.031
YPL163C	0.012
YPL164C	-0.002
YPL165C	0.008
YPL166W	0.008
YPL167C	-0.002
YPL168W	0.009
YPL170W	-0.003
YPL171C	0.005
YPL172C	NaN
YPL173W	NaN
YPL174C	0.023
YPL176C	0.005
YPL177C	0.001
YPL178W	-0.661
YPL179W	0.008
YPL180W	0.036
YPL181W	0.025
YPL182C	0.023
YPL183C	-0.001
YPL183W-A	-0.019
YPL184C	0.013
YPL185W	-0.004
YPL186C	0.018
YPL187W	0.014
YPL188W	NaN
YPL189W	-0.006
YPL191C	0.021
YPL192C	0.015
YPL193W	0.186
YPL194W	-0.001
YPL195W	0.059
YPL196W	0.032
YPL197C	0.026
YPL198W	0.022
YPL199C	0.026
YPL200W	0.022
YPL201C	0.015
YPL202C	0.028
YPL203W	0.013
YPL205C	0.085
YPL206C	0.023
YPL207W	0.021
YPL208W	0.018
YPL212C	0.027
YPL213W	-0.227
YPL214C	0.026
YPL215W	NaN
YPL216W	0.022
YPL219W	0.022
YPL220W	0.028
YPL221W	0.020
YPL222W	0.028
YPL223C	0.022
YPL224C	0.013
YPL225W	0.015
YPL226W	0.067
YPL227C	0.033
YPL229W	0.029
YPL230W	0.038
YPL232W	0.038
YPL234C	-2.161
YPL236C	0.009
YPL239W	-0.223
YPL240C	0.028
YPL241C	0.032
YPL244C	0.028
YPL245W	0.014
YPL246C	0.022
YPL247C	0.026
YPL248C	0.008
YPL249C	0.024
YPL250C	-0.021
YPL253C	0.048
YPL254W	0.547
YPL256C	0.030
YPL257W	0.016
YPL258C	0.018
YPL259C	0.016
YPL260W	0.040
YPL261C	0.047
YPL262W	0.012
YPL263C	0.032
YPL264C	0.028
YPL265W	0.060
YPL267W	0.091
YPL268W	-0.233
YPL269W	0.028
YPL270W	0.051
YPL271W	NaN
YPL272C	0.023
YPL273W	0.018
YPL274W	0.030
YPR001W	0.013
YPR002W	0.021
YPR003C	0.020
YPR004C	0.019
YPR005C	0.021
YPR006C	0.009
YPR007C	0.000
YPR008W	-0.005
YPR009W	0.015
YPR011C	0.012
YPR012W	0.007
YPR013C	0.008
YPR014C	0.031
YPR015C	0.021
YPR017C	0.026
YPR018W	0.016
YPR020W	0.032
YPR021C	0.008
YPR022C	-0.006
YPR023C	-0.005
YPR024W	-0.503
YPR026W	0.009
YPR027C	0.027
YPR028W	0.038
YPR029C	0.062
YPR030W	0.020
YPR031W	-0.005
YPR032W	0.011
YPR036W	-1.507
YPR037C	0.002
YPR038W	0.021
YPR039W	0.003
YPR040W	0.038
YPR042C	0.024
YPR043W	0.009
YPR044C	0.214
YPR045C	0.010
YPR046W	0.041
YPR047W	NaN
YPR049C	0.050
YPR050C	0.005
YPR051W	0.083
YPR052C	0.033
YPR053C	0.030
YPR054W	0.010
YPR057W	-0.033
YPR058W	0.021
YPR059C	0.011
YPR060C	0.299
YPR061C	0.028
YPR062W	0.044
YPR063C	0.070
YPR064W	-0.012
YPR065W	0.044
YPR066W	0.006
YPR067W	NaN
YPR068C	0.001
YPR069C	0.012
YPR070W	-0.085
YPR071W	0.001
YPR072W	NaN
YPR073C	0.033
YPR074C	0.074
YPR075C	0.049
YPR076W	0.026
YPR077C	0.030
YPR078C	-0.005
YPR079W	-0.001
YPR083W	-0.010
YPR084W	0.006
YPR087W	-0.149
YPR089W	0.012
YPR090W	0.020
YPR091C	-0.004
YPR092W	0.036
YPR093C	0.020
YPR095C	0.005
YPR096C	0.012
YPR097W	-0.005
YPR098C	0.007
YPR099C	0.016
YPR100W	0.017
YPR101W	-0.291
YPR106W	0.032
YPR109W	0.022
YPR111W	0.008
YPR114W	-0.039
YPR115W	0.015
YPR116W	-0.001
YPR117W	0.007
YPR118W	-0.007
YPR119W	-0.030
YPR120C	0.021
YPR121W	0.016
YPR122W	0.023
YPR123C	0.039
YPR124W	0.025
YPR125W	0.006
YPR126C	0.019
YPR127W	0.023
YPR128C	0.022
YPR129W	0.009
YPR130C	0.006
YPR131C	-0.657
YPR132W	0.067
YPR133W-A	-0.115
YPR134W	0.013
YPR135W	-1.228
YPR138C	0.031
YPR139C	-0.454
YPR140W	0.023
YPR145W	0.019
YPR146C	0.014
YPR147C	0.024
YPR148C	0.015
YPR149W	0.014
YPR150W	0.031
YPR151C	-0.010
YPR152C	0.027
YPR153W	0.015
YPR154W	-0.004
YPR155C	0.012
YPR156C	0.009
YPR157W	0.012
YPR158W	0.013
YPR159W	-0.266
YPR160W	0.028
YPR163C	NaN
YPR164W	0.094
YPR166C	-0.017
YPR167C	-0.002
YPR170C	0.013
YPR171W	0.020
YPR172W	0.016
YPR173C	NaN
YPR174C	0.036
YPR179C	-0.019
YPR184W	0.022
YPR185W	0.018
YPR188C	-0.061
YPR189W	0.031
YPR191W	0.000
YPR192W	0.006
YPR193C	0.010
YPR194C	0.018
YPR195C	0.017
YPR196W	0.019
YPR197C	0.018
YPR198W	0.026
YPR199C	0.025
YPR200C	0.024
YPR201W	0.011
